"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","LCMS_1","LCMS_2","LCMSMS_1","LCMSMS_2","blank_median_I","sample_median_I","blank_RSD_I","sample_RSD_I","blank_coverage","sample_coverage","blank_RSD_RT","sample_RSD_RT","rsd_all_RT","grpid","blank_valid","sample_valid","all_sample_valid","mzmin_full","mzmax_full","rtmin_full","rtmax_full","mzmin_full.1","mzmax_full.1","rtmin_full.1","rtmax_full.1","xcmsIDx"
"310",275.159781273141,275.159714457686,275.159848088596,311.657619,311.333652,311.981586,2,2,0,6281916.28388347,6441855.07822566,NA,NA,6361885.68105457,NA,1.77767743282392,NA,1,0,0.147007002951306,NA,0.147007002951306,310,1,0,0,275.158905029297,275.257659912109,297.394398,328.453416,275.158905029297,275.257659912109,297.394398,328.453416,1
"311",275.179171812436,275.095672006732,275.179509122357,87.137445,44.0067648,93.704046,6,2,2,8151338.33226729,7816816.60900831,5915240.74324566,5858838.5454669,7984077.4706378,5887039.64435628,2.96267890486467,0.677460641214124,1,1,0.0676047661721771,0.150602188381832,4.13265735713918,311,1,1,1,275.170288085938,275.207458496094,74.905656,98.766426,275.170288085938,275.207458496094,74.905656,98.766426,1
"312",276.114869800998,276.114592285886,276.145806946814,36.4235343,32.2393878,87.503724,6,2,2,190917164.135295,183930658.276852,136342777.15375,136740398.833797,187423911.206074,136541587.993774,2.63584600145953,0.205916007305728,1,1,0.178136754996346,0.296036997505773,6.96698144218273,312,1,1,1,275.977661132812,276.143768310547,18.6491448,43.373643,275.977661132812,276.143768310547,18.6491448,43.373643,1
"313",277.103159501748,277.102718525598,277.124370831775,34.5059601,29.695899,100.533114,6,2,2,261940711.467382,270017252.983579,154311114.038569,145469607.640438,265978982.22548,149890360.839504,2.14715359343544,4.17097476782823,1,1,0.190079321100277,1.90347931044718,8.65539440293199,313,1,1,1,277.066925048828,277.179412841797,15.2090052,41.149887,277.066925048828,277.179412841797,15.2090052,41.149887,1
"314",278.104496696216,278.102384142826,278.106144267176,33.3232455,30.656766,35.7440316,4,2,2,48579336.7997841,49255058.2103216,31580699.8197575,29576614.2589772,48917197.5050529,30578657.0393673,0.976767304657341,4.63428622218878,1,1,0.909955422219783,0.300092444042599,8.37062516973181,314,1,1,1,277.956024169922,278.134429931641,17.3708748,57.1038942,277.956024169922,278.134429931641,17.3708748,57.1038942,1
"315",279.122899230075,279.103270568746,279.141980505916,54.2037579,44.6391402,63.848922,4,2,2,138478857.710346,135307382.509601,55749187.1735995,53051360.1208322,136893120.109973,54400273.6472158,1.63819161913353,3.50669523438677,1,1,0.133661872714064,0.182975402047387,20.3213327613955,315,1,1,1,279.055694580078,279.137176513672,31.2905268,66.31104,279.055694580078,279.137176513672,31.2905268,66.31104,1
"316",279.133411460761,279.133346236655,279.133476684866,221.175699,221.099214,221.252184,2,2,0,245197510.731833,248472672.760611,NA,NA,246835091.746222,NA,0.938233402572463,NA,1,0,0.0489050672416292,NA,0.0489050672416292,316,1,0,0,279.133239746094,279.133575439453,200.470158,237.468984,279.133239746094,279.133575439453,200.470158,237.468984,1
"317",280.048468406878,280.025126231159,280.048708274226,70.544598,64.40892,144.527892,6,2,2,10164503.4184904,10223530.6281071,18771009.8164162,17916185.611229,10194017.0232988,18343597.7138226,0.409441539082398,3.29516598455935,1,1,0.103867134150709,0.166242458243708,5.20880853569488,317,1,1,1,280.039154052734,280.048645019531,52.950768,75.877416,280.039154052734,280.048645019531,52.950768,75.877416,1
"318",280.091952379391,280.091770734678,280.09210400653,40.2564405,37.685775,43.3414116,4,2,2,585651037.220397,603509301.656629,910929727.146985,909570027.06732,594580169.438513,910249877.107153,2.12380105024485,0.105625188301779,1,1,0.742501426177222,1.50392432791663,7.21946252950631,318,1,1,1,280.059234619141,280.162109375,25.5880068,49.4392668,280.059234619141,280.162109375,25.5880068,49.4392668,1
"320",281.012566729231,281.012543868975,281.012589589486,149.362473,148.96743,149.757516,2,2,0,2902602.20746977,2998963.34388487,NA,NA,2950782.77567732,NA,2.30913686915909,NA,1,0,0.374039848898683,NA,0.374039848898683,320,1,0,0,280.953125,281.043914794922,137.563806,161.573934,280.953125,281.043914794922,137.563806,161.573934,1
"321",281.005306591789,281.005079399637,281.00553378394,254.670591,254.557482,254.7837,2,2,0,3265455.75137835,3300228.2809367,NA,NA,3282842.01615753,NA,0.748981867805333,NA,1,0,0.0628106610968796,NA,0.0628106610968796,321,1,0,0,280.949432373047,281.009094238281,242.006244,266.849136,280.949432373047,281.009094238281,242.006244,266.849136,1
"322",281.117647892383,281.093863133395,281.152589677454,75.129729,37.0582722,106.573314,10,2,2,15908772.3205905,15028346.4072537,14853465.643065,14877316.1398348,15468559.3639221,14865390.8914499,4.02464844337655,0.113450417306502,1,1,0.74037639530326,0.168830941241393,4.75367536664817,322,1,1,1,281.151428222656,281.174072265625,57.421269,80.70117,281.151428222656,281.174072265625,57.421269,80.70117,1
"323",282.10713366016,282.048127065117,282.16452852159,67.47903,62.205906,96.837366,5,2,1,87786869.9581165,86129438.8041401,NA,23352314.0077641,86958154.3811283,23352314.0077641,1.34775262500382,NA,1,0.5,0.462489265730375,NA,4.57679534163569,323,1,0,0,282.030731201172,282.048492431641,49.4392668,76.199796,282.030731201172,282.048492431641,49.4392668,76.199796,1
"324",282.861092213462,282.858778670746,282.863405756178,34.221801,34.1831382,34.2604638,2,2,0,1191268.02578299,1233024.4752119,NA,NA,1212146.25049744,NA,2.43586683845642,NA,1,0,0.159773753927561,NA,0.159773753927561,324,1,0,0,282.8232421875,282.948516845703,20.3830752,45.2751342,282.8232421875,282.948516845703,20.3830752,45.2751342,1
"325",283.092399307871,283.062251891212,283.148629436597,66.196998,0.332560938,68.393532,6,2,2,138727022.753157,133515148.120327,97751133.2793343,95713176.7883968,136121085.436742,96732155.0338656,2.70740707344758,1.48973508757302,1,1,1.11726228905635,0.154344527790265,1.93111750433307,325,1,1,1,282.969421386719,283.128143310547,49.9356528,80.70117,282.969421386719,283.128143310547,49.9356528,80.70117,1
"326",283.141199357219,283.141196845811,283.141201868628,342.919572,342.904728,342.934416,2,2,0,151828262.183023,156167915.27414,NA,NA,153998088.728581,NA,1.99262091761034,NA,1,0,0.00612172294437642,NA,0.00612172294437642,326,1,0,0,283.093872070312,283.148956298828,329.900028,345.950658,283.093872070312,283.148956298828,329.900028,345.950658,1
"327",283.140983390791,283.140924727601,283.14104205398,265.801221,265.752432,265.85001,2,2,0,57969974.5460797,60474235.8340601,NA,NA,59222105.1900699,NA,2.99006618037414,NA,1,0,0.0259585208958163,NA,0.0259585208958163,327,1,0,0,283.005798339844,283.148773193359,253.521576,278.472066,283.005798339844,283.148773193359,253.521576,278.472066,1
"328",284.0065116155,284.006464360581,284.00655887042,35.0346744,34.834506,35.2348428,2,2,0,5574881.25423498,5678471.02190609,NA,NA,5626676.13807054,NA,1.30181701211089,NA,1,0,0.808001989133717,NA,0.808001989133717,328,1,0,0,283.90185546875,284.043914794922,23.87688,44.3228928,283.90185546875,284.043914794922,23.87688,44.3228928,1
"329",284.136336970038,284.112371587904,284.159929852261,76.191855,75.040038,77.25696,4,2,2,72688872.8033589,73486744.9138522,13998236.7083794,13494431.6782663,73087808.8586055,13746334.1933228,0.771921868585378,2.59155603362163,1,1,0.0848686115577437,0.168830941241393,1.5809733248434,329,1,1,1,284.099761962891,284.159820556641,58.3763862,88.866054,284.099761962891,284.159820556641,58.3763862,88.866054,1
"330",284.961821185314,284.961363732202,284.962278638427,35.9952999,35.7968838,36.193716,2,2,0,14388732.3798293,12800089.5578801,NA,NA,13594410.9688547,NA,8.26324961675218,NA,1,0,0.779553831730071,NA,0.779553831730071,330,1,0,0,284.888244628906,285.048034667969,23.87688,45.5946402,284.888244628906,285.048034667969,23.87688,45.5946402,1
"331",285.081358517361,284.966960013878,285.083759240311,79.136883,42.4292958,83.64567,6,2,2,416139164.844083,416249198.313433,403482136.295202,390490237.708939,416194181.578758,396986187.002071,0.0186944978519116,2.31410056360145,1,1,1.2314382383613,0.173085948370593,3.20496742035009,331,1,1,1,284.966766357422,285.105224609375,66.31104,90.394914,284.966766357422,285.105224609375,66.31104,90.394914,1
"332",285.999803817117,285.999561758861,286.000045875373,34.7100576,34.5091512,34.910964,2,2,0,3034448.03495043,3007416.66099611,NA,NA,3020932.34797327,NA,0.632720816827277,NA,1,0,0.818565497418118,NA,0.818565497418118,332,1,0,0,285.967010498047,286.043304443359,21.7014042,45.9141348,285.967010498047,286.043304443359,21.7014042,45.9141348,1
"333",286.135432740459,286.127429162433,286.175470851567,89.348799,85.484664,146.429634,6,2,2,99735060.946401,101239149.202744,80284366.1234789,78669396.4266698,100487105.074573,79476881.2750743,1.05839550733819,1.43684050720621,1,1,0.600725036932698,0.764089202998477,2.37437408094786,333,1,1,1,286.085571289062,286.175598144531,72.012534,99.099918,286.085571289062,286.175598144531,72.012534,99.099918,1
"334",287.029306749173,286.969975678588,287.057438874951,56.2386288,38.313393,71.396808,8,2,2,55869081.9380272,54300142.9904135,26437303.0359602,26752158.9251992,55084612.4642204,26594730.9805797,2.01400594375769,0.837146029188858,1,1,0.235292998944556,2.59852219364474,24.6134477586768,334,1,1,1,286.954528808594,287.11669921875,32.492523,54.5086626,286.954528808594,287.11669921875,32.492523,54.5086626,1
"335",287.135212703218,287.135117592613,287.135307813824,337.794318,337.777974,337.810662,2,2,0,28811515.5802003,29990763.9398277,NA,NA,29401139.760014,NA,2.83612988680689,NA,1,0,0.00684259776786153,NA,0.00684259776786153,335,1,0,0,286.969451904297,287.136108398438,325.11171,345.950658,286.969451904297,287.136108398438,325.11171,345.950658,1
"336",287.178870881601,287.178858025378,287.178883737825,146.043732,145.65783,146.429634,2,2,0,15361022.0621998,15570422.260796,NA,NA,15465722.1614979,NA,0.957396614674514,NA,1,0,0.373687959540026,NA,0.373687959540026,336,1,0,0,287.178588867188,287.178985595703,133.201806,159.83832,287.178588867188,287.178985595703,133.201806,159.83832,1
"337",288.079332281324,288.078032353987,288.080632208661,37.8846801,37.685775,38.0835852,2,2,0,5766337.90472405,6614114.83716241,NA,NA,6190226.37094323,NA,9.68411786481003,NA,1,0,0.742501426177222,NA,0.742501426177222,337,1,0,0,287.992706298828,288.118774414062,29.0515158,47.2847292,287.992706298828,288.118774414062,29.0515158,47.2847292,1
"338",288.191166403091,288.191159184444,288.191173621738,173.377419,173.299956,173.454882,2,2,0,66334711.40494,66719043.04198,NA,NA,66526877.22346,NA,0.408501823800796,NA,1,0,0.0631854054662674,NA,0.0631854054662674,338,1,0,0,288.179626464844,288.252777099609,160.53132,186.679602,288.179626464844,288.252777099609,160.53132,186.679602,1
"339",288.190963246226,288.190809079548,288.191117412905,239.49846,239.427684,239.569236,2,2,0,32234002.2283343,32089179.8800045,NA,NA,32161591.0541694,NA,0.318407333763119,NA,1,0,0.0417924938183365,NA,0.0417924938183365,339,1,0,0,288.067169189453,288.210845947266,227.383302,251.602824,288.067169189453,288.210845947266,227.383302,251.602824,1
"340",288.139291734653,288.139257537314,288.139325931993,337.794318,337.777974,337.810662,2,2,0,4240290.43001718,4457656.41061721,NA,NA,4348973.4203172,NA,3.53418942878565,NA,1,0,0.00684259776786153,NA,0.00684259776786153,340,1,0,0,287.969818115234,288.140045166016,325.11171,345.950658,287.969818115234,288.140045166016,325.11171,345.950658,1
"341",288.181867882002,288.177151815546,288.187091880472,77.213247,60.288018,93.824232,4,2,0,83052507.1997028,50869235.811123,NA,NA,66960871.5054129,NA,33.9855335332549,NA,1,0,29.6584268117885,NA,29.6584268117885,341,1,0,0,288.083038330078,288.202453613281,48.8907258,73.060488,288.083038330078,288.202453613281,48.8907258,73.060488,1
"342",289.154962261773,289.150097028817,289.179652017736,58.4102826,51.0290166,130.272498,6,2,2,43796539.0426011,44075538.7907048,27328331.2456919,26804982.7781247,43936038.9166529,27066657.0119083,0.449022303097755,1.36722924510975,1,1,1.00295097704038,0.166136966966737,7.39946488337278,342,1,1,1,289.052490234375,289.205810546875,35.7968838,67.586784,289.052490234375,289.205810546875,35.7968838,67.586784,1
"343",289.144463494998,289.144441200331,289.144485789665,342.261378,342.24447,342.278286,2,2,0,15126752.0519271,14436923.6398161,NA,NA,14781837.8458716,NA,3.299876193643,NA,1,0,0.0069863339686097,NA,0.0069863339686097,343,1,0,0,288.990661621094,289.149322509766,332.076096,345.950658,288.990661621094,289.149322509766,332.076096,345.950658,1
"344",290.162794216891,290.13926620769,290.170344057265,59.5376199,45.3966672,114.113112,6,2,2,80794590.136023,81302438.7198841,19839136.4720508,19697303.8898052,81048514.4279536,19768220.180928,0.443071881081073,0.507333385510331,1,1,0.488655022110338,0.204315619922487,15.4824327542873,344,1,1,1,290.09033203125,290.145782470703,32.492523,58.3416642,290.09033203125,290.145782470703,32.492523,58.3416642,1
"345",291.072290785926,291.048324995889,291.073191423367,127.0857,118.513428,148.729128,6,2,2,205723649.689718,199887903.369319,158902464.256918,161673237.306963,202805776.529518,160287850.781941,2.03470328461677,1.22232121976675,1,1,0.26647022932114,0.14327784558751,3.92529806229316,345,1,1,1,291.069030761719,291.173828125,105.907296,130.182198,291.069030761719,291.173828125,105.907296,130.182198,1
"346",291.085538543249,290.992171620774,291.178176236749,50.5682778,38.6530368,61.980102,4,2,2,9757236.46993336,9541107.34622333,5232072.38871975,5217973.53018764,9649171.90807835,5225022.9594537,1.58382885539972,0.19080104628076,1,1,0.468248661255069,1.64981965738157,25.9558253794611,346,1,1,1,290.938018798828,291.047149658203,25.577526,50.6971758,290.938018798828,291.047149658203,25.577526,50.6971758,1
"347",292.074814624881,292.073382489657,292.076534595223,122.801097,118.197192,127.214454,4,2,2,21931852.2585408,21310287.1263843,16901232.8503418,16804186.8941881,21621069.6924626,16852709.872265,2.03279914522517,0.407185872201671,1,1,0.267539412236519,0.14327784558751,4.07881520302085,347,1,1,1,292.072448730469,292.145568847656,106.252794,129.16794,292.072448730469,292.145568847656,106.252794,129.16794,1
"348",292.189340604364,292.182839858378,292.194651731624,41.8299366,38.6280042,44.7995376,4,2,2,87012912.1741578,82733775.0169383,170266092.005698,167249456.081225,84873343.5955481,168757774.043461,3.56508507066286,1.26399138093432,1,1,0.72519596631554,0.262295199499868,8.15108431834794,348,1,1,1,292.051025390625,292.197235107422,26.7255078,50.392518,292.051025390625,292.197235107422,26.7255078,50.392518,1
"349",292.127865825482,292.127397737901,292.128353902318,206.266884,181.369098,230.889798,4,2,0,18188894.5401116,28362243.755442,NA,NA,23275569.1477768,NA,30.9064159585805,NA,1,0,16.7588381429514,NA,16.7588381429514,349,1,0,0,292.051696777344,292.12890625,170.297532,192.843036,292.051696777344,292.12890625,170.297532,192.843036,1
"350",293.045168211318,293.045134188,293.045202234637,148.337538,147.945948,148.729128,2,2,0,4028608.47176317,4213720.27462206,NA,NA,4121164.37319261,NA,3.17613662611046,NA,1,0,0.373332263940966,NA,0.373332263940966,350,1,0,0,292.983947753906,293.048187255859,136.249422,160.878816,292.983947753906,293.048187255859,136.249422,160.878816,1
"351",293.158950166489,293.146016314959,293.169834174854,45.6245829,44.0895978,47.0589156,4,2,2,21627524.3180181,20879642.1214222,29092237.1813161,28324963.8921665,21253583.2197201,28708600.5367413,2.48820430547901,1.88983139420757,1,1,0.373170069969535,0.199589921202143,3.53606652302188,351,1,1,1,293.064300537109,293.200805664062,31.053834,57.832203,293.064300537109,293.200805664062,31.053834,57.832203,1
"352",294.038573957401,294.038573957401,294.038573957401,35.7968838,35.7968838,35.7968838,1,1,0,NA,1365086.14960696,NA,NA,1365086.14960696,NA,NA,NA,0.5,0,NA,NA,NA,352,1,0,0,293.878997802734,294.046112060547,23.4446472,47.5202658,293.878997802734,294.046112060547,23.4446472,47.5202658,1
"353",294.149106681631,294.143891188552,294.154375618474,106.353747,86.445042,127.214454,8,2,2,81439827.502785,81287602.7731091,97993526.9858498,95298786.9168568,81363715.1379471,96646156.9513533,0.132293785301721,1.97159311495348,1,1,0.261659487275623,0.153299446743437,14.7455078759892,353,1,1,1,294.11572265625,294.14404296875,79.585674,106.37445,294.11572265625,294.14404296875,79.585674,106.37445,1
"354",294.951851881183,294.930565818804,294.970140969761,37.6940007,32.8786392,42.5736636,4,2,2,6003753.3144651,6077221.11729398,5877936.03928458,6256242.6311882,6040487.21587954,6067089.33523639,0.860023036595618,4.4090855057799,1,1,0.171985958902749,0.240187991301822,14.6725952911558,354,1,1,1,294.890930175781,295.035858154297,16.5232512,43.4560968,294.890930175781,295.035858154297,16.5232512,43.4560968,1
"355",295.159590051782,295.159516355084,295.15966374848,306.30906,306.169782,306.448338,2,2,0,42574157.1159369,43980083.8263321,NA,NA,43277120.4711345,NA,2.29714985643461,NA,1,0,0.0643039538367642,NA,0.0643039538367642,355,1,0,0,295.104187011719,295.209320068359,293.541756,318.834042,295.104187011719,295.209320068359,293.541756,318.834042,1
"356",295.12880765598,295.128277643067,295.163211793451,104.794176,70.109784,181.127514,8,2,2,94048902.4828071,93621050.7343271,84731667.8795457,81211019.0210362,93834976.6085671,82971343.4502909,0.322413756178314,3.00040300482806,1,1,0.412407670548774,0.185943257405941,31.1603534804381,356,1,1,1,295.095001220703,295.14794921875,65.179668,86.547678,295.095001220703,295.14794921875,65.179668,86.547678,1
